#SAMPLE	SMILES	Max_Rank	Max_Probability
SJ000553588-1	Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3Cl)CC2C)cc1	325	0.36000
SJ000551205-1	CCOC(=O)COc1ccc2oc(C)c(C(=O)OC)c2c1	324	0.36000
SJ000553577-1	COC(=O)c1cc(C(=O)N2CC(C)OC(C)C2)cc([N+](=O)[O-])c1	321	0.36000
SJ000551098-1	C=CCn1c(SCC(=O)Nc2cccc(C(F)(F)F)c2)nnc1-c1cccc(Br)c1	320	0.36000
SJ000551069-1	Cc1nc(SCC(=O)Nc2cccc(C)c2C)n(-c2ccccc2)c1C	320	0.18000
SJ000551188-1	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3cc4ccccc4o3)cc21	319	0.36000
SJ000551236-1	O=C(c1cc2ncccn2n1)N(Cc1ccc(OCCN2CCCCC2)cc1)CC1CCCO1	319	0.36000
SJ000550665-1	C=CCN1C(=O)N(c2ccc(Cl)cc2)C(=O)C1CC(=O)Nc1ccc(F)cc1	317	0.34000
SJ000550643-1	C=CCN1C(=O)N(c2ccc(F)cc2)C(=O)C1CC(=O)Nc1ccc(OCCC)cc1	316	0.23000
SJ000550632-1	COc1ccc(NC(=O)CC2C(=O)N(c3ccc(OC)cc3)C(=O)N2CCN2CCN(C)CC2)cc1	314	0.23000
SJ000551187-1	COC(=O)c1cc(COc2ccc3oc(C)c(C(=O)OC)c3c2)c(C)o1	312	0.36000
SJ000551250-1	Cc1cc(C)n2nc(C(=O)N3CCCC(N(C)Cc4ccccc4)C3)cc2n1	311	0.36000
SJ000550615-1	COc1ccc(/C=C/C(=O)Nc2ccc(C(C)C)cc2)cc1	311	0.30000
SJ000551127-1	CC(C)(C)C(=O)N1CCC(C(=O)N2CCN(c3ccccc3)CC2)CC1	309	0.23000
SJ000550611-1	CCc1cccc(NC(=O)/C=C/c2ccccc2Cl)c1	308	0.35000
SJ000553592-1	Cc1ccc(C(=O)N2CCN(CCc3ccncc3)CC2)cc1	307	0.14000
SJ000553594-1	Cc1ccc(C(=O)N2CCN(c3cc(N4CCOCC4)nc(C)n3)CC2)cc1	306	0.35000
SJ000335783-2	COC(=O)c1ccccc1NC(=O)C1CC1c1ccccc1	302	0.24000
SJ000551095-1	Cc1cccc(OCCn2c3ccc(C(F)(F)F)cc3nc2SCC(=O)Nc2ccccc2)c1	301	0.35000
SJ000551245-1	O=C(NCCCN1CCOCC1)c1cc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1	300	0.35000
SJ000551301-1	CCn1ncc(Cl)c1C(=O)Nc1cc([N+](=O)[O-])ccc1OC	299	0.35000
SJ000551278-1	COc1ccc(C(CC(=O)Nc2ccc(OC)cc2OC)c2ccccc2)cc1	299	0.23000
SJ000551335-1	COc1cc(CO)cc(Cl)c1OCC(N)=O	297	0.28000
SJ000551220-1	COc1ccc(NC2CCCN(C(=O)c3cc4ncccn4n3)C2)cc1	296	0.35000
SJ000550494-1	CC(C)CCn1cc(C(=O)NC(C)(C)C)c(=O)c(C(=O)N2CCC(C(C)N3CCOCC3)CC2)c1	295	0.34000
SJ000551740-1	O=c1c2ccccc2nc(SCc2cn3ccccc3n2)n1Cc1ccco1	294	0.35000
SJ000553586-1	N#CCN1CCN(C(=O)c2ccc(C(F)(F)F)cc2)CC1	292	0.21000
SJ000550627-1	CCc1ccccc1NC(=O)/C=C/c1ccc(C(C)C)cc1	288	0.31000
SJ000551332-1	COc1cc(CNC(=O)Nc2ccccc2)cc(OC)c1OC	286	0.34000
SJ000551016-1	Cc1cc(S(=O)(=O)N2CCC(CO)(Cc3cccc(C(F)(F)F)c3)CC2)c(C)cc1Cl	285	0.34000
SJ000551316-1	Cc1cc(C(=O)Nc2cc(Oc3ccc(Cl)c(C)c3)cc([N+](=O)[O-])c2)n(C)n1	283	0.34000
SJ000553580-1	Cc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1	283	0.25000
SJ000551261-1	CC1(C)CC1C(=O)Nc1ccc(-c2ccc(NC(=O)C3CC3(C)C)cc2)cc1	282	0.34000
SJ000550546-1	COc1cc(COc2ccc(CN(C(=O)c3cnc4ccccn4c3=O)[C@H]3CCCCNC3=O)cc2)cc(OC)c1	281	0.34000
SJ000551097-1	C=CCn1c(SCC(=O)Nc2cccc(C(F)(F)F)c2)nnc1-c1ccc(OC)cc1	279	0.25000
SJ000551129-1	COc1ccc(N2CCN(C(=O)C(C)(C)C)CC2)cc1	277	0.22000
SJ000551377-1	COCCOC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(OC)cc3)cc21	276	0.33000
SJ000551269-1	O=C(Nc1ccccc1Br)C1CC1	276	0.08000
SJ000550974-1	O=S(=O)(c1ccccc1C(F)(F)F)N1CCC(CO)(Cc2ccccc2Cl)CC1	273	0.31000
SJ000550634-1	C=CCN1C(=O)N(c2ccc(Cl)cc2)C(=O)C1CC(=O)Nc1ccc(Cl)cc1	271	0.33000
SJ000551281-1	COc1ccc(C(CC(=O)Nc2ccc(C)cc2C)c2ccccc2)cc1	271	0.21000
SJ000551344-1	CCn1ncc(Cl)c1C(=O)Nc1ccc(C)c([N+](=O)[O-])c1	270	0.33000
SJ000342064-2	Cc1cccc(C)c1NC(=O)c1nnn(-c2cccc(C(F)(F)F)c2)c1N	270	0.33000
SJ000551258-1	COc1ccc(C(C)(C)C)cc1NC(=O)C1CC1C	269	0.33000
SJ000551195-1	COC(=O)c1c(C)oc2ccc(OC(=O)c3ccc(Cl)cc3)cc21	267	0.33000
SJ000551204-1	COCCOC(=O)c1c(C)oc2ccc(OCc3c(F)c(F)c(F)c(F)c3F)cc21	265	0.33000
SJ000550653-1	C=CCN1C(=O)N(c2ccc(Cl)cc2)C(=O)C1CC(=O)Nc1ccc(OCCC)cc1	265	0.28000
SJ000550612-1	CN(C)c1ccc(NC(=O)/C=C/c2cccc(Cl)c2)cc1	262	0.29000
SJ000550693-1	O=C(Nc1ccc2c(c1)NC(=O)CS2)C1CCCC1	261	0.21000
SJ000551158-1	CCN(CC)Cc1nc2ccccc2c(=O)n1-c1ccc(F)cc1	260	0.33000
SJ000551257-1	COc1ccccc1NC(=O)C1CC1C	256	0.13000
SJ000553570-1	Cc1ccc(C(=O)N2CCN(c3ccc(F)cc3)CC2)cc1	253	0.06000
SJ000341771-2	CC(C)c1ccc(CCC(=O)Nc2cccnc2)cc1	252	0.22000
SJ000553587-1	O=C(Nc1cc(C(=O)N2CCOCC2)cc(C(=O)N2CCOCC2)c1)c1cc(F)c(F)cc1Cl	249	0.32000
SJ000551247-1	O=C(c1cc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1)N1CCN(Cc2ccccc2)CC1	249	0.32000
SJ000551202-1	COC(=O)c1c(C)oc2ccc(OC(=O)c3ccco3)cc21	248	0.32000
SJ000551244-1	CCOC(=O)C1CCCN(C(=O)c2cc3nc(-c4ccccc4)cc(-c4ccccc4)n3n2)C1	247	0.32000
SJ000553581-1	O=C(c1ccc(COc2ccc(Cl)cc2Cl)cc1)N1CCN(c2ccccc2)CC1	247	0.21000
SJ000551759-1	COc1cc(C2CC(=O)n3c4ccccc4nc3S2)cc(OC)c1OC	245	0.32000
SJ000550692-1	O=C(Nc1ccc2c(c1)NC(=O)CC2)c1cccs1	244	0.20000
SJ000553606-1	CCCN1CCN(C2CCN(C(=O)c3ccc(CC)cc3)CC2)C1=O	241	0.29000
SJ000551116-1	Cc1nnc(SCC(=O)Nc2cccc(C(F)(F)F)c2)n1-c1cccc(C)c1	240	0.31000
SJ000553565-1	Cc1ccc(C(=O)Nc2ccccc2C(=O)N2CC(C)OC(C)C2)cc1	239	0.31000
SJ000553597-1	CN1CCN(C(=O)c2ccc(CN3C(=O)CSc4ncccc43)cc2)CC1	239	0.31000
SJ000551351-1	Cc1nn(C)c(C)c1NC(=O)c1c([N+](=O)[O-])cnn1C	237	0.31000
SJ000551253-1	O=C(Nc1cccnc1)C1CC1c1ccccc1	236	0.31000
SJ000551287-1	Cn1ncc(Br)c1C(=O)N/N=C/c1ccc(Cl)c([N+](=O)[O-])c1	234	0.31000
SJ000550834-1	O=c1oc(-c2ccccc2)nc2ccc(O)cc21	233	0.31000
SJ000551266-1	CCCCOc1ccccc1NC(=O)C1CC1	232	0.30000
SJ000551298-1	COc1ccc(Oc2cc(NC(=O)c3c(Br)c(C)nn3C)cc([N+](=O)[O-])c2)cc1	229	0.31000
SJ000550652-1	CCNC(=O)CC1C(=O)N(c2cccc(C)c2)C(=O)N1CCOC	229	0.30000
SJ000551288-1	Cc1c(Br)c(C(=O)N/N=C/c2ccccc2[N+](=O)[O-])nn1C	228	0.31000
SJ000550703-1	O=C(CC1Sc2ccccc2NC1=O)Nc1ccc(N2CCCCC2)cc1	227	0.31000
SJ000553568-1	Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(C)cc3)C(C)C2)cc1	225	0.30000
SJ000551317-1	Cc1ccc(C)c(NC(=O)c2c(Cl)cnn2C)c1	224	0.30000
SJ000550694-1	O=C(Nc1ccc2c(c1)NC(=O)CS2)C1CCCCC1	223	0.20000
SJ000551267-1	O=C(Nc1ccccc1OCc1ccccc1)C1CC1	222	0.16000
SJ000553583-1	CC1CCCCN1C(=O)c1ccc(COc2ccccc2Br)cc1	219	0.21000
SJ000553590-1	Cc1ccc(C(=O)N2CCN(Cc3cc(=O)oc4cc(C)ccc34)CC2)cc1	217	0.25000
SJ000551757-1	Cc1cc2ccccc2n2c(SCC(=O)NCc3ccc4c(c3)OCO4)nnc12	213	0.30000
SJ000551300-1	CCOc1ccc(NC(=O)c2c(Br)cnn2CC)c([N+](=O)[O-])c1	212	0.30000
SJ000551241-1	O=C(c1cc2nccc(-c3ccc4ccccc4c3)n2n1)N1CCOCC1	211	0.30000
SJ000551378-1	COC(=O)c1c(C)oc2ccc(OC(=O)c3c(C)oc4ccc(OC(C)=O)cc43)cc21	210	0.30000
SJ000551379-1	COC(=O)c1c(C)oc2ccc(OC(=O)c3ccccc3)cc21	208	0.30000
SJ000551345-1	Cc1ccc(NC(=O)c2c(Br)cnn2C)c([N+](=O)[O-])c1	204	0.29000
SJ000553576-1	CCOc1ccc(C(=O)N2CC(C)OC(C)C2)cc1OCC	203	0.29000
SJ000551337-1	COc1cc(CNC(=O)c2ccc(Cl)cc2)cc(OC)c1OC	203	0.19000
SJ000550945-1	COc1ccc(-n2c(CNC(=O)c3cccc(Cl)c3)nnc2SCc2ccccc2)cc1	202	0.29000
SJ000553578-1	Cc1ccc(C(=O)N2CC(C)OC(C)C2)cc1[N+](=O)[O-]	201	0.29000
SJ000551234-1	CCOc1ccc(NC(=O)C(=O)N(CC)CC)cc1	200	0.14000
SJ000551218-1	COC(=O)c1c(C)oc2ccc(OCc3ccc(C(=O)OC)cc3)cc21	198	0.25000
SJ000553582-1	O=C(c1ccc(COc2ccccc2Cl)cc1)N1CCN(c2ccccc2)CC1	194	0.16000
SJ000551248-1	Cc1cc(-c2ccccc2)nc2cc(C(=O)N3CCOCC3)nn21	193	0.29000
SJ000551295-1	Cc1nn(C)c(C(=O)Nc2cc(Oc3ccc(Cl)cc3)cc([N+](=O)[O-])c2)c1Br	189	0.29000
SJ000551307-1	CCOc1ccc(NC(=O)c2c([N+](=O)[O-])cnn2C)cc1	188	0.28000
SJ000550698-1	CC(NC(=O)CC1Sc2ccccc2NC1=O)c1ccccc1	187	0.29000
SJ000550691-1	O=C(Nc1ccc2c(c1)NC(=O)CO2)c1cc2ccccc2s1	184	0.29000
SJ000551347-1	Cn1ncc(Br)c1C(=O)Nc1ccccc1[N+](=O)[O-]	183	0.28000
SJ000553579-1	COc1ccc(N2CCN(C(=O)c3ccc(CSc4ccccc4)cc3)CC2)cc1	183	0.24000
SJ000550920-1	COc1cccc(-n2c(CNC(=O)c3cccc(F)c3)nnc2SCCc2ccccc2)c1	182	0.28000
SJ000551233-1	CCN(CC)C(=O)C(=O)Nc1ccc(Oc2ccccc2)cc1	182	0.18000
SJ000551312-1	Cc1ccc(NC(=O)c2c(Cl)cnn2C)cc1	176	0.27000
SJ000553614-1	N#Cc1ccc(C(=O)N2CCN(Cc3noc4ccccc43)CC2)cc1	173	0.28000
SJ000551327-1	Cn1cc([N+](=O)[O-])c(C(=O)Nc2ccc(Cl)cc2Cl)n1	171	0.27000
SJ000551391-1	COC(=O)c1c(C)oc2ccc(OC(=O)c3cccc(OC)c3)cc21	171	0.26000
SJ000327715-2	CCc1ccccc1NC(=O)/C=C/c1ccccc1Cl	170	0.25000
SJ000553608-1	Cc1ccc(C(=O)N2CCN(Cc3noc(-c4ccccc4)n3)CC2)cc1	169	0.27000
SJ000550922-1	CCOc1ccc(C(=O)NCc2nc(-c3cccc(C)c3)no2)cc1OCC	169	0.27000
SJ000550550-1	Cn1ccnc1SCC(=O)Nc1ccc(F)c(F)c1F	165	0.26000
SJ000551638-1	Cn1c2ccccc2n(CC(=O)N2CCCCC2)c1=O	164	0.26000
SJ000553611-1	CCn1c2ccccc2nc1N1CCN(C(=O)c2ccc(C)cc2)CC1	162	0.26000
SJ000551232-1	CCN(CC)C(=O)C(=O)Nc1ccc(OCc2ccccc2)cc1	162	0.16000
SJ000551137-1	CCn1cc(-c2nnc(SCC(=O)NCc3ccc(Cl)cc3)n2CC)cn1	161	0.26000
SJ000551271-1	Cc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4CCN(C)CC4)cc3n2)cc1	159	0.26000
SJ000551099-1	Cc1nc(SCC(N)=O)n(-c2ccccc2)c1C	159	0.23000
SJ000551268-1	C=CCOc1ccccc1NC(=O)C1CC1	158	0.14000
SJ000551242-1	CCOC(=O)c1c(C)nc2cc(C(=O)N3CCOCC3)nn2c1C	157	0.27000
SJ000553591-1	CS(=O)(=O)N1CCc2cc(C(=O)N3CCOCC3)ccc21	154	0.18000
SJ000551323-1	O=C(Nc1ccc(F)c([N+](=O)[O-])c1)c1[nH]ncc1Cl	153	0.25000
SJ000551289-1	Cn1ncc(Cl)c1C(=O)N/N=C/c1ccc([N+](=O)[O-])cc1	150	0.26000
SJ000551290-1	Cn1ncc(Cl)c1C(=O)N/N=C/c1cccc([N+](=O)[O-])c1	149	0.26000
SJ000550659-1	COCCN1C(=O)N(c2ccc(F)cc2)C(=O)C1CC(=O)Nc1ccc(OC)cc1	146	0.20000
SJ000551264-1	O=C(Nc1ccccc1OCCOc1ccccc1)C1CC1	144	0.14000
SJ000553601-1	Cc1ccc(C(=O)N2CCC(CC(=O)N3CCCCC3)CC2)cc1	141	0.11000
SJ000551304-1	Cc1c(Br)c(C(=O)Nc2cc([N+](=O)[O-])ccc2F)nn1C	138	0.25000
SJ000553612-1	Cc1ccc(C(=O)N2CCC(CCNC(=O)C(C)(C)C)CC2)cc1	138	0.23000
SJ000551103-1	Cc1nnc(SCC(=O)Nc2ccc(Br)cc2C(F)(F)F)n1-c1ccc(C)c(C)c1	137	0.25000
SJ000553613-1	Cc1ccc(C(=O)N2CCC(CCNC(=O)/C=C/c3ccccc3)CC2)cc1	137	0.22000
SJ000553600-1	COc1ccc(N2CCN(C(=O)CC3CCN(C(=O)c4ccc(C)cc4)CC3)CC2)cc1	136	0.15000
SJ000551346-1	Cc1nn(C)c(C(=O)Nc2cccc([N+](=O)[O-])c2)c1Br	132	0.24000
SJ000551328-1	Cn1ncc([N+](=O)[O-])c1C(=O)Nc1ccc(C(=O)O)cc1	131	0.24000
SJ000553564-1	O=C(c1cc(Cl)ccc1[N+](=O)[O-])N1CCOCC1	125	0.24000
SJ000550556-1	O=c1c2ccccc2nc2n1-c1ccccc1CCC2	120	0.24000
SJ000550700-1	O=C(CC1Sc2ccccc2NC1=O)NC1CCCCC1	120	0.23000
SJ000551303-1	Cc1nn(C)c(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)c1Br	119	0.23000
SJ000551277-1	Cc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)N4CCC(C)CC4)cc3n2)cc1	118	0.24000
SJ000550702-1	O=C(CC1Sc2ccccc2NC1=O)Nc1ccccc1NC(=O)CC1Sc2ccccc2NC1=O	115	0.23000
SJ000550701-1	O=C(CC1Sc2ccccc2NC1=O)NC1CCCC1	115	0.23000
SJ000551315-1	COC(=O)c1ccc(C)c(NC(=O)c2c(Cl)cnn2C)c1	107	0.23000
SJ000553574-1	COC(=O)c1cc(C(=O)N2CCOCC2)cc([N+](=O)[O-])c1	106	0.23000
SJ000551297-1	Cc1c(Br)c(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)nn1C	97	0.22000
SJ000551354-1	Cc1ccc(NC(=O)c2c(Cl)cnn2C)nc1	94	0.22000
SJ000551243-1	O=C(c1cc2ncc(CCCl)cn2n1)N1CCCCCC1	91	0.21000
SJ000553563-1	Cc1cccc(C(=O)N2CCOCC2)c1[N+](=O)[O-]	89	0.20000
SJ000553620-1	O=C(c1ccc(F)c([N+](=O)[O-])c1)N1CCOCC1	78	0.16000
SJ000550695-1	Cc1ccc(CNC(=O)CC2Sc3ccccc3NC2=O)cc1	77	0.20000
SJ000551135-1	CCOc1ccc(NC(=O)CSc2nnc(-c3cnn(CC)c3)n2CC)cc1	71	0.20000
SJ000551133-1	CCn1cc(-c2nnc(SCC(=O)NCC(C)C)n2CC)cn1	71	0.20000
SJ000553585-1	O=C(c1cc(C(=O)N2CCOCC2)cc([N+](=O)[O-])c1)N1CCOCC1	71	0.15000
SJ000551134-1	CCn1cc(-c2nnc(SCC(N)=O)n2CC)cn1	60	0.19000
SJ000551285-1	Cc1nn(C)c(C(=O)Nc2ccc(C(=O)O)cc2)c1Br	53	0.17000
SJ000551136-1	CCn1cc(-c2nnc(SCC(=O)Nc3ccccc3C)n2CC)cn1	50	0.17000
SJ000553584-1	O=C(c1cc(F)c(F)cc1[N+](=O)[O-])N1CCOCC1	47	0.17000
SJ000550943-1	COc1ccc(-n2c(Cc3ccccc3)nnc2SCC(=O)Nc2ccc(Cl)cc2Cl)cc1	43	0.16000
SJ000553609-1	O=C(c1cc(S(=O)(=O)N2CCOCC2)ccc1F)N1CCOCC1	36	0.13000
